"","movie","rating","review_header","review"
"1055","Knives Out",1,"Agenda pushing crap!!","Another movie about whites being awful and the Rick grandfather giving all his money to the nurse/caretaker and immigrant mother.
It was offensive and crap.
White hate is everywhere.
Disgusting and racistThe millionaire granddaddy left everything to his Brazilian caretaker and her undocumented mother.
I went to go see a good movie, it's now impossible.
All politics and brainwashing.
I'm honestly disgusted
They even mentioned nazis and snowflakes and the family argued.
I was honestly taken aback
Horrible movie.
All trying to subliminally tell Rick white men who are dying to leave their fortune to NOT atheist deserving families, but undocumented immigrants"
"1056","Knives Out",1,"Why?","Why all the praise for a poorly written, over-acted, pretentious comedy that has nothing going for it except a few good lines. Far too long. Far too many dead scenes. Far too many jokes that don't work. Save yourself two dull hours and watch something, anything else. Seriously."
"1057","Knives Out",1,"Thought it looked good from the trailer... it sucked","Within the first 20mins I guessed the ending. Then it felt like absolutely nothing happens in the middle. The best jokes are in the last 10mins, and they definitely aren't worth it. The writing reminded me of an aspiring 20 year old who only wished they could write something interesting but doesn't have the life experience yet. Very disappointed in this shabby story."
"1058","Knives Out",1,"Worst film in a long time","If you seriously think the ending has an unpredicted twist you are mentally challenged.
If you wanna watch brilliant detective who did it turn to Poirot and Miss Marple.
My God, this movie sucked."
"1059","Knives Out",8,"Nice","Good story with a creative and effective delivery. Very well written screenplay with all loose ends tied up together and reasonable foreshadowing and morals that echoes throughout, but there weren't any striking moments even to the point of final reveal, possibly due to the addition of yet more details approaching the end in an attempt to create a (slightly) forced satisfying end. Unnecessary characters and scenes that serve little to no purpose in the story other than for comedic effect were present, which maybe one of the reasons why audience may have a sense of emptyness when leaving the theatre. Nonetheless, Knives Out remains a fresh form of storytelling that is trying to achieve and convey more than your ordinary murder mystery."
"1060","Knives Out",1,"Biggest Disappointment of the Year","This movie has arguably the worst writing I've ever experienced. I was incredibly excited to see it for months. I tried to stay away from excessively watching trailers or reviews to come in with as little of an expectation as I could. Which for me was hard. I adore the entire cast, I have thoroughly enjoyed some of Rian Johnson's earlier work (Star Wars excluded), and I got caught up in the nostalgia of a thrilling ""whodunnit"". Upon seeing it, I was very quickly shocked by the lack of originality, the completely cheesy dialogue, and a horrendous and obvious plot. I have never walked out of a theater in my life but this is the closest that I've ever come. I openly laughed at how bad the dialogue and plot points were. The entire theater was silent except to grimace. Don't waste your time or your hopes."
"1061","Knives Out",9,"How can this film currently have a 6.8 rating when it's one of the best pictures of the year?!","Sometimes I am shocked when I see a great film...only to see it has an incredibly low overall score on IMDB. This is definitely the case with ""Knives Out""....a great film by writer/director Rian Johnson that I strongly recommend you see. In fact, I wouldn't be surprised if this one receives some Oscar nominations...it's that good.""Knives Out"" is like an Agatha Christie novel set in modern day America and with American characters. But it's not just a homage to Christie-style films but a genuinely good and unique film in its own right. Kudos to many of the actors...particularly Daniel Craig. I thought Craig was miscast as a Southern American detective....but he carried it off wonderfully.Overall, I have no complaints...nothing I disliked or would do differently. In fact, it was so good I nearly gave it a 10....and I completely enjoyed the movie."
"1062","Knives Out",4,"Misleading reviews","I was so hyped for this movie after seeing the star studded cast and the rave reviews online. A movie with Daniel Craig, Chris Evans and Jamie Lee Curtis, I couldn't ask for more. However, the pacing is slow and the ""big twist"" is quite underwhelming. The jokes fall flat and aren't done well, I was expecting some great thrilling mystery and bust out laughing jokes but it sadly was a dud."
"1063","Knives Out",3,"An honest review","The shills are out in force for this , frankly forgettable, movie. There seems to be a constant stream of 10/10 reviews which read as though the poster hasn't even seen the film.
The film looks good but the plot and character motivations don't make much sense in the face of anything other than casual scrutiny.
That said I did enjoy the first act. If the rest of the film had continued in that tone it would have undoubtedly earned a higher score for me.
The second act is very pedestrian and drags,but the film falls apart in the denouement.
Has zero rewatch potential. Wait for it on TV or streaming."
"1064","Knives Out",5,"I don't get the hype for this movie","It was a little boring and too long. Great cast but I don't see why it deserves all this acclaim."
"1065","Knives Out",1,"Better than a 1 but NEEDS balance","As of writing this on 11/30/19, this movie has over an 8 rating....and that is just BAFFLING. It tries so hard to surprise and shock, yet none of the twists are surprising nor shocking. Movie's with over an 8 on IMDB are reserved for the upper echelon, the absolute best of the best. This, being generous, deserves a 6 out of 10 (I'd rank it at a 4 out of 10). The only reason I can see it getting more is because people want to see themselves as artsy and cinematic experts. It's a bland murder mystery with a good cast that is WAY too long and never delivers on any front."
"1066","Knives Out",1,"Really horrible","Basic synopsis:
White legacy Americans = bad
Hispanic illegal Americans = good.Written and directed by a white guy who would NEVER give up his birthright and inheritance to anyone. Especially a Hispanic"
"1067","Knives Out",2,"BORING - PASS ON IT","This little film was boring. I can't understand the good reviews it was given. Seemed more like a bad Columbo as someone else stated. Interesting that they cast Jamie Lee as a mother, looks more like she's 80."
"1068","Knives Out",1,"Boring","It felt like it was 10 hours long! So slow and boring I couldn't wait for it to finish!"
"1069","Knives Out",1,"I would like my 2 hours back, please","Mildly interesting plot. Could not move pass the in-your-face political agenda"
"1070","Knives Out",2,"Eh mystery with alot of social commentary","Pretty alright mystery, hard to ignore alot of social commentary. Pretty standard set up a wealthy conservative family and make them seem like the worst people in the world type of deal"
"1071","Knives Out",6,"Family bad, immigrants good","I was recommended this movie as a classic whodunit with clever twists and colorful characters. But the twists weren't all too clever and the whodunit isn't so classic.
It is a stylish movie, but the story is actually rather lame and unexciting when you take away the A-list actors and the glossy finish. Besides, a few key scenes don't really make sense, but have to be that way because the plot wouldn't work otherwise (meeting dangerous people in dark alleys instead of crowded places type of stuff).
It was also impossible to miss the racial undertones. The makers of the film were obviously drawing a metaphor for the demographic shift in America, clearly expressing their satisfaction with a certain majority being on the way out. (Once you see the final scene you'll know what I mean.)Bottom line: You can watch it and you won't get bored, but don't expect too much."
"1072","Knives Out",6,"Good acting but otherwise boring","It is a beautiful and well acted movie. But this type of film is not my cup of tea. They managed to not make it feel too ""theatrical"" but still I felt that the characters were a bit ""plastic"" and the plot - ""who did it?"" - is not something I am terribly interested in."
"1073","Knives Out",1,"Socialism throughout vomiting","Why defenders of this film can't understand simple fact: people JUST get tired from unnecessary POLITICS in EVERY mediocre entertaining film. And this guy have his 1/10 not for Last Jedi, but for this cheap political pamphlet with direct offense to American majority, like we don't have already infamous Red Hollywood, and now they go again. I am from country with socialistic regime and this rhetorics will lead only to oppression of some classes. And then! I am telling this about that detective movie? YES! Its real shame that in 2019 we can't go to movie theater and don't get bunch of political statements in our faces. Maybe ratings of this film make them producers think that short-term cash-grab on liberal zoomers is really short-term. Or maybe we will get somedays some MPAA film rating system that include POLITICS in film and get for that R. Because they deserve it for propaganda to the children. Maybe I see the day when all Disney fosterling get their R-rating for propaganda and strong political themes."
"1074","Knives Out",1,"Don't waste your time or money","Knives out has to be the shallowest stupidest movie ever made. They just want to ca$h in on holiday money. Terrible plot, bad acting, but what do you expect with a dumb whodunit."
"1075","Knives Out",2,"It's finally over","This film went above and beyond. It sucked for 2 hrs and 10 minutes. A whodunnit where the viewer is hardly involved, just presented sterotypes of outlandish people (get ready for SJW speak and the naïveté that comes with the extreme left). Everyone's repulsive, except for the Colombian maid whose purity rivals that of the baby Jesus. Like I said, you just watch the narrative unspool, but it's no fun because you're not given enough character development for the viewer to turn into a participant. Screenwriting seems to be a lost art form, more and more. The last 15-20 mins of the movie is nothing short of the detective telling the viewer and other cast members who did what to whom. It's essentially what should have been the pitch for the studio, but instead of turning it into a film, they just let Daniel Craig explain it all in one breathless and BORING ""finale"". The Neverending Boring. Like I said, it sucked for 2 hrs and 10 minutes. You'd expect a better climax."
"1076","Knives Out",1,"Tedious","Possibly the most tedious movie I've ever seen. Nothing happens!"
"1077","Knives Out",6,"Overrated..","So not a bad movie but I don't see what all the hype was about..
Daniel had the worst accent.."
"1078","Knives Out",6,"Passes The Time","""Knives Out"" is a perfectly entertaining, perfectly agreeable little film, a star-studded old-style murder-mystery that's good fun while it lasts. The actors involved all seem to be having fun and the plot keeps you engaged, even right up to the reveal when you will, as can often happen with these things, find yourself saying, ""Oh, so that's...hang on, that doesn't make any sense"". For indeed, plot and motivation holes abound and ultimately you're left with a decent film (although some might find the lie/reflux plot point a trifle irritating). It's fun enough, the kind of film best watched after Christmas lunch with the family, but it's not a game-changer in any way."
"1079","Knives Out",10,"Incredibly complex whodunit","Knives Out is an incredibly complex whodunit that skillfully subverts expectations, switches between multiple genres easily and effectively and only gets better with multiple viewings. It's also surprisingly extremely funny and expertly paced. All of it's incredible cast are excellent but Chris Evans, Daniel Craig and Ana De Armas give the standout performances. Rian Johnson's direction is incredible and the film is extremely well filmed. The music by Nathan Johnson is fantastic."
"1080","Knives Out",6,"Disappointed","What a waste of a stellar cast. The trailer shows almost all the scenes that the famous people are in together. The rest of the time you are watching a little known Cuban actress who is apparently the star of the movie. It's hard to believe that this is the same writer/director as Brick, which is one of my top 10 favorite movies. This movie doesn't have nearly as much sly humor as that movie. It's not particularly witty and it's not really a sendup of the genre, either. Not a complete waste of time, but not what I was hoping for either."
"1081","Knives Out",1,"Painful and Predictable","Some people love it some people don't. I don't. Found myself embarrassed for the actors and lack of writing."
"1082","Knives Out",1,"Mistery murder? What misery and what murder...of cinema.","Where do we start?
Ah yes, "" I hated every minute of it but cannot be bothered to watch it again to understand why"", paraphrasing the genius of ""Yesterday"" masterpiece by Mr Danny Boyle.
A needlessly convoluted plot with literally hundreds of details which add nothing to the movie, there is even a useless car chase for no reason other than stretch the time of the movie. Badly written and directed, wasting a cast of almost 'have been' A listers and the APPALLING performance of the Idiotic Creole/ British Columbo put forward by a out of his depth mr Craig... wow I cannot see him sinking any lower than this. The few exceptionally brilliant dozens of seconds that Christopher Plummer appears in this movie do not redeem a confused script and story line that makes little sense and makes the performances of anyone else in the movie seem amateurish at best. I cannot see any reason whatsoever to give this ""thing"" more than one star. Avoid without looking back."
"1083","Knives Out",4,"Like an episode of Murder She Wrote with added 'comedy'.","This big-name cast overacts its way through this lame excuse for a whodunit. You would think that this writer/director would have learned his lesson after The Last Jedi, but the identity politics are here, front and centre.
The plot itself is not that great. The whole purpose of this genre is to keep the audience guessing until the denouement, but even half asleep I had figured out who the baddie was and had more or less unraveled the plot. Johnson is no David Mamet.
This picture tries to capture the smartness of an Agatha Christie novel or play like The Mousetrap or The Mirror Crack'd from Side to Side, with the upper crust players, the old house, a will reading and the cliched characters. Each of the suspects is from the imagination of someone obsessed with the 'basket of deplorables'. Every one of them has a flaw that makes them impossible to like, all are bigoted and avaricious when pushed out of their comfort zones. The main character, on the other hand, is so pretty and pure and perfect and kind. She's one big liberal stereotype, which is ironic, considering that the actress almost turned down the role because she felt it was too stereotypical.
Daniel Craig just plods through the picture with a pretty poor southern drawl.
I hope the film gods put an end to Rian Johnson's career sooner rather than later. How many disasters does it take before they wake up?
Rant over."
"1084","Knives Out",6,"It's an ok movie","It's an ok movie for a mystery lovers, the only
part that was really annoying was that Daniel Craig accent..
wtf? So he tried it and at some point
someone should have told him no, just no."
"1085","Knives Out",6,"Not this much","I'd such high expectations on this title and I've got very disappointed when it got to the ending and was unsurprisingly bad.I was base myself to IMDB ratings and at I'm
still don't get why people give good notes to Knives Out.Pass this one out if you can."
"1086","Knives Out",6,"Decent, nothing great.","I don't know if it was the hype that got my expectations too high or the fact that the mystery whodunit genre is something I love but this movie just didn't deliver as expected.I kept waiting for the movie to pull me in but it just never did. The actors were decent so it wasn't really an acting issue. Overall I felt the movie was celebrating its own cleverness the entire time. Of course when you celebrate your own cleverness it usually means you're not half as clever as you think you are.I understand there were some sociopolitical undertones that meant a lot to some folks. The sociopolitical commentary was less than subtle and pretty much just ended up being virtue signaling. Still, I won't stop anyone enjoying their game of wokemon and I know wokemon is important to Hollywood right now so ... whatever on that.Had the mystery whodunit aspect been really well done then this would have been a far better movie."
"1087","Knives Out",2,"Misunderstood political agenda","Here goes Rian again on his ""I know best"" agendas, last time ""toxic masculinity"" this time ""white privilege"" well asians earn more than white people Rian, I don't see you bashing them.1 extra star because past this idiots political agenda smoothed movie there is actually the resemblance of a good movie"
"1088","Knives Out",1,"Not good!!!!","I love who done it movies, but this one bored me. Daniel Craig had no presence and his fake southern accent was insulting.Not worth bothering with. I wonder how many of the 10 star reviews are from the people that worked on the movie."
"1089","Knives Out",1,"Extremely overrated and pretentious crime mystery","Wow I must just hate Rian Johnson after the Last Jedi but this film was so long in the tooth. Absolute no care about any of the characters. They are as boring as paste. I have no care about the story and do not see any draw towards Daniel Craigs forced accent. No one speaks that deeply of a drawl from the south come on now. This was a real disappointment and try it if you have time to waste thats all this is."
"1090","Knives Out",NA,"Wast of time.","I read through a lot of user reviews after seeing this today because I couldn't believe the high rating which is why I saw it in the first place. Seems like a lot of people don't like the director because of a Star Wars film he made. Well I'm not a fan of Star Wars and I can tell you the only thing this movie has going for it is a somewhat enjoyable first 20 minutes plus it seemed pretty to look at. That's all. My 10 year old daughter could have written better dialogue than this. I could see the guy sitting next to me getting very agitated about half way through so I asked him is he ok. He said to me
""What the hell is this I'm watching,""
I am not sure I would even recommend this for streaming considering how much good content there is out there."
"1091","Knives Out",7,"Disappointing but still enjoyable","After having seen all of Johnson's movies except for The Brothers Bloom I expected something a little bit more from Knives Out. A more mature, cold film with it's tounge in cheek is what I wanted after previously enjoying Brick and Looper so much. I was at least very happy to see it put a curious twist on the murder mystery genre. The story takes a very different path than I expected. Sadly, it seems as though they could have gone in harder with this twist, it goes back to the usual motions after a while.As it is this has to be Johnson's most accessible movie yet. It's a star-studded cast filled with old reliabales and also some newcomers. Though I don't feel as though the actors were given very much time to properly shine it's all very lovely and nice. The high saturation and crazy colorful sets should grab the interest of most viewers aswell, though I do find the cinematography quite formulaic.If you're looking for a nice family film you can take your children or parents to you're sure to have a blast. If you're looking for anything like Johnson's earlier work or something more artsy however, you'll be disappointed."
"1092","Knives Out",3,"A 45 minute mystery","A 45 minute mystery stretched out for two hours! You can figure out who's innocent within the first 30 minutes! This story is so 'actuel' the political/social overtones are unpalatable to the plot. If the average viewer fails to notice this - then they are in a coma!Plot - a death has occurred in a 'manifest destiny mansion'. And Daniel Craig as inspector 'Benoit Blanc' is hired to investigate. (Personally I think Craig is being groomed to be the Louisiana version of Hercule Poirot). But that phony southern drippy bougainvillea accent is very nerve wrecking. Please don't!The mystery is good but the process to solve it is needlessly long."
"1093","Knives Out",NA,"Not nearly as clever as it thinks it is","Smarmy, arrogant, condescending, and not anything close to being as clever as this film *thinks* it is. You know within 5 minutes, another movie made by a demorat elitist. Some decent performances to be found, hence the 3 stars. Some actors highly under used (lookin at you, Chris Evans). I would say it's mostly a waste of time. It's plots don't twist. The 'whodunit' factor never really comes into play. And when the movies reaches it's climax, like most women who date weak willed, vegan men....you're left thinking, ""is that it?"" as you wonder off to the bathroom, alone, to finish what was started. My advice? Skip it and save yourself the disappointment."
"1094","Knives Out",2,"What? 10? Had high hopes for this, a real drag!","This is the first time I've been compelled to write a review of a movie on IMDB. I was excited to go to this the day after Thanksgiving on the rare day off. When I say it was a real drag it's because the pacing was horrible absolutely boring at times you've been a somewhat strong finish couldn't help it, it was so predictable. A fine cast couldn't save it. Watch Murder on the Orient Express instead."
"1095","Knives Out",4,"Lame and tiresome","I love mystery stories. I adore Daniel Craig. The writer of this mess, not so much. Don't understand why it is so overrated. Ooohh, big surprise ending. By the time he gets around to it, don't much care. Why bother to make Craig assume the bad accent as it adds absolutely nothing to the plot or character. I've read so many better books, why not make movies out of them. Read Nesbo, see Headhunters. Now That has plot twists."
"1096","Knives Out",5,"It was okay","So I don't get the hype. I didn't think it was that great. There wasn't much to it. Doesn't make you laugh, no suspense, not very entertaining either. Seems like they filmed it in a day or two. There was no connection going on between any of the characters besides Christopher Plumer and his nurse. If it's free I'd say watch it but wait till it comes out on Netflix."
"1097","Knives Out",5,"It was a solid OK","Nothing special, a few twists and turns along the way but it's a bit obvious who was the antagonist. I'll give you the final washout was different but IT wasn't too hard to know the final destination, just the how to get there but took a little to unfold but it wasn't the most shocking twist."
"1098","Knives Out",6,"Takes itself far too seriously and misses the boat","Disappointingly the all star cast don't really get much to do. This is really just a retread of an Agatha Christie Poirot story but unfortunately takes itself far too seriously to enjoy the ride. What could have been a rip-roaring Old-school who-done-it ended up being very flat. Did anyone care who did it? Surely it's all about the getting there?!"
"1099","Knives Out",1,"Dreadful","I thought it would be a witty dark mystery about Daniel Graig as a PI who solves a murder mystery in a mansion. But was wrong. The film has almost no mystery. Much of it takes place outside of the mansion. It focuses almost entirely on a hispanic maid in order to make a painfully obvious political statement about how entitled white people mistreat immigrants. That's it. That's the whole film. There aren't reversals more than props planted and then hinted at later. Plot convenience and terrible writing. The film doesn't even make sense. This felt like a bad draft. My head hurts now."
"1100","Knives Out",1,"Terrible movie","What could have been a good movie is ruined by the political nonsense. The trailers don't show you this, but it influences the movie in a big way to the point of being incredibly preachy and annoying like Terminator Dark Fate. If this bothers you, don't see it."
"1101","Deep Blue Sea 3",3,"A sad decline","Deep Blue Sea (1) was superb. But sadly it's fallen by the wayside since then and this third installment underscores that entirely.I desperately wanted this to be good, I really did, and watched with fingers crossed, but it's just poor. Weak story, awful acting, despite sharks looking good. It's not worth it, and a sad decline. It's a pity as lots of people are crying out for top quality shark movies."
"1102","Deep Blue Sea 3",6,"Why so much hate?","DBS 3 is what DBS2 should have been...it did something different and was an instant improvement over 2. The graphics and effects were better. I had fun with this movie!"
"1103","Deep Blue Sea 3",4,"Better than the second but fails with sloppy acting, writing, and terrible direction.","Deep Blue Sea 3 (2 out of 5 stars).Deep Blue Sea 3 is a sequel that is an improvement over the second movie. But still not better than the original. The plot follows a group of engineered bullsharks that are wrecking the ecosystem in a underwater haven which they have to stop.The plot is terribly put together. The script and direction is cheesy. The humor feels forced with its stereotypical characters. The direction is horrible. The cast ensemble is good but the performances are sloppy. The visual effects is cheap. It does have some entertaining action. But fails with its script and direction."
"1104","Deep Blue Sea 3",7,"Better than expected","Much better than expected and worth a watch.
this is a quality production with good actors"
"1105","Deep Blue Sea 3",2,"Not quite watchable","Glaring technical flaws come hard and fast. I went in expecting technical inaccuracies , but it was really bad. Bad swimming, bad boats, bad diving, bad robots. None of which could actually work as depicted. Especially the nerf guns that blow stuff up.Add to that some low B grade actors, bad cgi, and bad camera work.I won't pick on the bad plot, its a killer shark movie. Bad plot is expected.Do your self a favour and re-watch the original. Or if you want b grade. Try Sharktopus. I wouldn't even torrent this rubish."
"1106","Deep Blue Sea 3",4,"Well, its starting to get back on track...","Well, this movie came out of the blue, pardon the pun. I hadn't expected to see a third movie in the ""Deep Blue Sea"" movie series, especially not after the abysmal ""Deep Blue Sea 2"".So I sat down to watch ""Deep Blue Sea 3"" with very little expectations or hopes for the movie, given the previous movie. But still, it is a shark movie, so of course there was a chance of it being good. And I do like creature features.Turns out that ""Deep Blue Sea 3"" definitely was a step up in the right direction, as it proved much more enjoyable and entertaining than the 2018 ""Deep Blue Sea 2"", but still it wasn't as good as the 1999 first movie ""Deep Blue Sea"".The storyline in ""Deep Blue Sea 3"" was enjoyable enough for what it turned out to be. Sure, it was generic and predictable, especially as shark movies go. But still, it was fun enough to watch. Just a shame that the sharks didn't really have that much screen time or played too big of a part in the movie. I watch these movies for the sharks, not for the dubious characters in the movie.""Deep Blue Sea 3"" had a fair enough cast of actors and actresses, however there weren't any familiar or famous faces on the cast list, for better or worse.If you enjoy generic shark movies, then ""Deep Blue Sea 3"" is worth a watch. Keep in mind that this is by no means an outstanding or memorable movie. My rating of ""Deep Blue Sea 3"" is a four out of ten stars."
"1107","Deep Blue Sea 3",6,"It better than 2nd one","Tbh it is so much better than the second one, CGI quite neat tho"
"1108","Deep Blue Sea 3",3,"Decent Effects, Insufferable Characters","Lovely locale and competent Shark CGI gets bogged down by main characters so dislikable it's distracting. I started praying for Emma and Eugene to be eaten as soon as they stuck their toes in the water for the first time. Everyone, save for Richie and Lucas (who are supposed to be the bad guys) have a massive chip on their shoulder - and it gets old fast."
"1109","Deep Blue Sea 3",1,"I feel robbed of my not very precious time","Trust me it's terrible, you literary can predict every thing before it happens.."
"1110","Deep Blue Sea 3",1,"stomach churningly bad!","Acting 0/10
CGI 0/10
story 0/10
realism 0/10
cast 0/10oh wow, this isnt just bad, its M&S bad!
so we initially see woman in the sea with a great white shark , hitting it on the nose as you would do a puppy for wetting your carpet! then the shark pushes her into a coral, she bleeds and nothing happens!
there is a sea station, like a floating village, the roofs are made from palm leaves, never have i known palm trees growing up out of the ocean thousands of miles from land, fresh veg and food aplenty on this man made plot, runnig fresh water the lot! it is just so unreal and unbelievable!oh then the casting, wow wow wow wow, the famous 5 are all here, white jock, white grumpy woman, black guy with a vest on, the intelligent asian and the camp vegan! im all for diversity but why do we HAVE to have the stereotypical 5 in every movie? these people wouldnt cross paths!!!so we move on to diving in wet suits amongst massive big sharks who are obviously not hungry!
oh dont bother with it , its pathetically awful!
this is the a lame effort, the worst movie of 2020 by a long way! AWFUL!"
"1111","Deep Blue Sea 3",2,"Just watch Sharknado instead... you'll thank me later.","And that's from someone who dislikes discount Star-Lord (Ian Ziering) and loathes nearly all things made by The Asylum. Or better yet, just watch the first Deep Blue Sea and pretend that none of the others exist. This movie is just so incredibly boring. The pacing is stilted with long stretches of underwater scenes as the main protagonist tries to deliver her environmental messaging. I wasn't expecting high cinema, but this is a complete dud. None of the characters are likable, the dialog isn't engaging, the CGI is only passable, and you don't even have a mascot to provide a distraction. Not even the tough-talking, shark-punching, self-empowered, and environmentally-aware female researcher running around in her swimsuit adds anything to this opus. And yes, identity politics are in play here since none of the men or women know how to relate to each other -- either as co-workers or antagonists. There's no playful banter, no real scientific exploration, no suspense -- just tired social media tropes and cliched characters. And when you see who survives to the end, it will make you cringe."
"1112","Deep Blue Sea 3",1,"Really really hard to watch.....","When people say that there is good acting in this movie, they must be trolling right? After trying to watch this for an hour I just want all the actors to be eaten by the terrible cgi sharks. THe actors look ok, but when they open their mouths I don't care what they say as they have no emotion in them at all. Probably one of the most boring movies I've even seen."
"1113","Deep Blue Sea 3",8,"Don't believe the haters!","Listen, you know what you're getting with a movie like this: Cheesy script, ridiculous plot, fun characters and creative shark deaths. This delivers on all of these, which makes it a classic shark movie and a real easy watch.Don't go in expecting oscar winning scriptwriting (it seems some reviewers are)... Manage your expectations and you'll have a great time!Enjoyed the acting and I especially LOVED Spin, need to get myself some shirts like his!Ignore the movie snobs, this is a shark movie classic..."
"1114","Deep Blue Sea 3",2,"we have another sharknado in our hands","Yes it is that bad.
im wondering if the writers read what they wrote at the end. the story showed us bad guys were actually good guys because well i cant spoil it.
i kindly suggests the actors to have another career because this one isnt for them, besides Bren Foster, some how i found his acting was the best in the movie. would like to see him in another movie as a villain again. and my +1 star is for him
if you like predictable ending and no excitement and fun it is for you. and there are many good low budget movies out there.why didnt they let the 98 version as it is"
"1115","Deep Blue Sea 3",1,"Silly and full of propaganda.","A very silly movie full of feminism propaganda. Don't watch it."
"1116","Deep Blue Sea 3",1,"ATTENTION HOLLYWOOD","When will Hollywood learn that just because you have every color in the rainbow of people does not make it a good movie...
What happened to choosing actors based on their talent, instead of other things, such as skin....I mean they even have a main character that
does not speak English well...AT ALL...WAKE UP HOLLYWOOD...ITS GETTING OLD FAST!!"
"1117","Deep Blue Sea 3",3,"Avoid.","If you pay to watch this, at least you should get the popcorn for free."
"1118","Deep Blue Sea 3",1,"Ouch !","You will not get ya money or life back after this.Nuff said.."
"1119","Deep Blue Sea 3",1,"if poundland/dollar shop made a film","Wouldnt even say b cast actor as there acting was terrible . Very clearly working on a small budget as you don't really see much of full shark ,Mainly just the fin. Full of plot holes . Wish i hadn't wasted my time 1hr and 30mins of my life im not getting back"
"1120","Deep Blue Sea 3",1,"Did Greta Thunburgh Write This Movie??","I kept trying to get into this movie and all the climate change preaching is intolerable. Everyone in this movie was unlikeable. I gave up after about 20 minutes and I fast forwarded through most of that."
"1121","Deep Blue Sea 3",2,"Barely Watchable without LL","Surprisingly the poor acting couldn't save this terrible script. Thought it might at least be funny but it failed even in that. Okay death scenes but the payoff was not worth the cost of suffering through the dialogue. Maybe they'll bring it back for Deep Blue Sea 4.Deepest, bluest, my head is like a shark's fun."
"1122","Deep Blue Sea 3",2,"Stupid. Just Like Global Warming","This movie's premise is idiotic. It's set on a giant island that is now abandoned due to global warming, but there's nothing really wrong with the island. Why? Because the sea level really isnt rising. It's a myth like all the global warming freaks propaganda.So i fast forwarded thru the proselytizing to get to the action. Only the non-global warming part is just as idiotic. The main buck tooth chick thinks she's a shark whisperer.The acting is dismal. The story stupid. You'll be praying the entire cast gets eaten."
"1123","Deep Blue Sea 3",6,"Not bad but not great","Movie is worth a watch if you have nothing better to do.A decent movie that just scrapes through.Nowhere near as good as the first installation."
"1124","Deep Blue Sea 3",1,"Stay away at all cost!","Why did I watch this! Why was it released! A movie made to gain a tax right-off?
Simply embarrassing. Too painfully bad. Awful script, amateurish acting, childish artwork.
Please stop making crap like this anymore and actually put some thought into what you are producing.
Honestly don't understand what's up with all the great reviews. Are they paid?"
"1125","Deep Blue Sea 3",4,"Just as bad has you might expect","Bad actors, uninspired story.
What could you expect from a straight to video sequel of a bad sequel? Nothing really. CFI looks good and that's as much positive comments I can make."
"1126","Deep Blue Sea 3",6,"Not a bad movie","Sharks and more sharks oh my. This movie gave you plenty of sharks and action. If you're a Deep Blue Sea fan ; this movie is for you."
"1127","Deep Blue Sea 3",4,"Not the worse shark movie out there!","Although it did have an interesting approach, the cast just made it insufferable to watch. I have no idea where they found these cardboard actors but they are so unlikable that it makes you wish the shark ate them all!Considering the B rated quality of all other shark movies out there plus how lame Deep Blue Sea 2 was, this one is decent in terms of visual quality and plot, but it's a movie you will forget you ever watched by the next day"
"1128","Deep Blue Sea 3",1,"A movie made by 2 year olds","Probably one of the worst movies I have seen. I have seen a plank of wood with better acting skills than any of the cast. The plot was ridiculous and the CGI looks like it was created in a garage. Please please for the love of God do not watch this."
"1129","Deep Blue Sea 3",1,"very bad","Really poor acting and terrible story. What a waste of time."
"1130","Deep Blue Sea 3",6,"Definitely for Deep Blue Fans","We've got a whole cast out of the C list. Mostly unknowns, but that's not a bad thing. Especially the lead ""Doctor"" who looks quite exotic and must be known for some of her popular series', like Lost. I'd never seen her before. Across the board, most of the acting is a bit wooden, and we didn't always remember our lines, did we. Nevertheless, the photography was great, including the underwater portions. Not quite as sharkcentric as the iconic 'Deep Blue Sea' (1), and certainly not the budget, but just enough tie-in to keep it legit, and a lot of similar set-ups (see: formulaic). I liked it, and it deserves better than the 4.6 is currently has. I'm guessing too many DBS 1 purists and maybe some non-sharkaholics contributing. You know - for the life of me - I can't remember DBS 2. Must have been very unmemorable. I may have to revisit."
"1131","Deep Blue Sea 3",1,"No Word can Describe How bad this movie is!!!","I just can't fathom how in the world can someone come up with this kind of a headless spine less script."
"1132","Deep Blue Sea 3",7,"Fun dumb entertainment","Usually don't write these, but saw so many bad reviews that had to step in. It's the second sequel to a movie where smart sharks eat dumb people, what are you expecting? It's awesome! The first one is great, the second one is unwatchable, this one is pretty cool. Has dumb moments, of course, but overall very entertaining."
"1133","Deep Blue Sea 3",2,"Deep Blue Sea 3 is like Jaws.","Deep Blue Sea,like Jaws, was great,but just like Jaws the sequels continue to degrade till all that's left is to watch the sharks swim & eat the cast.
Amazing how boring that can get.
So like Jaws just stick to the original & remember to stay clear of the real ones."
